formula,type,activity,Syngony,shape,"length, nm","width, nm","depth, nm",Sufrace,surface,pol,surf,"Mw(coat), g/mol","Km, mM","Vmax, mM/s",ReactionType,Subtype,"C min, mM","C max, mM","C(const), mM",Ccat(mg/mL),ph,"temp, °C"
Fe3O4-Pt0.15,bimeo,peroxidase,,sphere,150,150,150,additional,naked,0,dimercaptosuccinic acid,182.22,0.1470,0.000071100,TMB + H2O2,TMB,0.1000,1.4000,"1,000.000",0.0030000,4.4,25
Fe3O4-Pt0.15,bimeo,peroxidase,,sphere,150,150,150,additional,naked,0,dimercaptosuccinic acid,182.22,702.6000,0.000713600,H2O2 + TMB,H2O2,200.0000,"1,200.0000",0.500,0.0030000,4.4,25
Pt,me,oxidase,,sphere,5,5,5,cover,Lysozymum,0,trisodium citrate,14000.00,0.6300,0.002700000,TMB,TMB,0.1000,1.0000,no,5.0000000,4,35
SiAu,bime,peroxidase,,bean-like,1700,900,900,additional,naked,0,Cetrimonium bromide,364.45,0.0411,0.000126600,TMB + H2O2,TMB,0.0010,0.8000,50.000,0.1000000,4,35
SiAu,bime,peroxidase,,bean-like,1700,900,900,additional,naked,0,Cetrimonium bromide,364.45,15.8100,0.000173000,H2O2 + TMB,H2O2,5.0000,100.0000,0.800,0.1000000,4,35
SiAu,bime,oxidase,,bean-like,1700,900,900,additional,naked,0,Cetrimonium bromide,364.45,0.2248,0.000118700,TMB,TMB,0.0010,0.8000,no,0.1000000,4,35
Au@Pt0.16,core-shell,oxidase,,rod-like,60,14,14,additional,naked,0,Cetrimonium bromide,364.45,0.0154,0.000008333,TMB,TMB,0.0010,0.3000,no,,4.5,30
Au@Pd0.2Pt,core-shell,oxidase,,rod-like,60,14,14,additional,naked,0,Cetrimonium bromide,364.45,0.0132,0.000010000,TMB,TMB,0.0010,0.3000,no,,4.5,30
Au@PdPt,core-shell,oxidase,,rod-like,60,14,14,additional,naked,0,Cetrimonium bromide,364.45,0.0112,0.000011667,TMB,TMB,0.0010,0.3000,no,,4.5,30
Fe3O4,meo,peroxidase,7,sphere,25,25,25,naked,naked,0,0,0.00,0.1730,0.000333000,TMB + H2O2,TMB,0.0010,0.8000,"1,000.000",0.0200000,4,25
Fe3O4,meo,peroxidase,7,sphere,25,25,25,naked,naked,0,0,0.00,185.0000,0.486000000,H2O2 + TMB,H2O2,5.0000,"1,000.0000",0.800,0.0200000,4,25
Si-Fe3O4,comp,peroxidase,7,sphere,27,27,27,naked,naked,0,0,0.00,0.1930,0.000172000,TMB + H2O2,TMB,0.0010,0.8000,"1,000.000",0.0100000,4,25
Si-Fe3O4,comp,peroxidase,7,sphere,27,27,27,naked,naked,0,0,0.00,273.0000,0.282000000,H2O2 + TMB,H2O2,5.0000,"1,000.0000",0.800,0.0100000,4,25
Se,me,oxidase,0,sphere,40,40,40,cover,BSA,0,Glutathione,66500.00,0.8590,0.000005333,TMB,TMB,0.0010,0.8000,no,,4,25
Se,me,oxidase,0,sphere,70,70,70,cover,chitosan,0,Glutathione,26300.00,0.8520,0.000023833,TMB,TMB,0.0010,0.9000,no,,3.5,25
Co3Fe,bime,oxidase,6,rope-likе,4500,200,200,cover,Triton X-100,0,0,250.38,0.0500,0.000387000,TMB,TMB,0.0800,0.4000,no,0.0350000,4,30
Co3Fe,bime,oxidase,6,nanosheets,300,300,5,cover,Triton X-100,0,0,250.38,0.2180,0.000263000,TMB,TMB,0.0800,1.0000,no,0.0350000,4,30
Fe3O4,meo,peroxidase,7,spherical,650,650,650,additional,naked,0,ethylene glycol,62.07,101.4000,0.043000000,TMB + H2O2,TMB,0.0050,0.8000,900.000,0.0020000,4.5,
Fe3O4,meo,peroxidase,7,spherical,740,740,740,cover,alanine,0,ethylene glycol,89.09,676.0000,0.830000000,TMB + H2O2,TMB,0.0050,0.8000,900.000,0.0020000,4.5,
Fe3O4,meo,peroxidase,7,spherical,650,650,650,cover,histidine,0,ethylene glycol,155.15,589.0000,0.361000000,TMB + H2O2,TMB,0.0050,0.8000,900.000,0.0020000,4.5,
Ni@Pt,core-shell,oxidase,7,spherical,13,13,13,additional,naked,poly(N-Vinylpyrrolidone),0,80000.00,0.0210,0.000306000,TMB,TMB,0.0100,1.0000,no,0.0050000,4.5,25
Pt,me,oxidase,7,spherical,13,13,13,additional,naked,poly(N-Vinylpyrrolidone),0,80000.00,0.0285,0.000140600,TMB,TMB,0.0100,1.0000,no,0.0050000,4.5,25
PtNi0.33,bime,oxidase,7,spherical,13,13,13,additional,naked,poly(N-Vinylpyrrolidone),0,80000.00,0.0541,0.000195600,TMB,TMB,0.0100,1.0000,no,0.0050000,4.5,25
PtNi1,bime,oxidase,7,spherical,13,13,13,additional,naked,poly(N-Vinylpyrrolidone),0,80000.00,0.0213,0.000305900,TMB,TMB,0.0100,1.0000,no,0.0050000,4.5,25
PtNi1,bime,oxidase,7,spherical,13,13,13,additional,naked,poly(N-Vinylpyrrolidone),0,80000.00,0.0223,0.000078800,TMB,TMB,0.0100,1.0000,no,0.0050000,4.5,25
FeS2,salt,peroxidase,7,spherical,70,70,70,naked,naked,0,0,0.00,4.8800,0.000699000,TMB + H2O2,TMB,0.6000,1.6000,5.000,0.0250000,4,25
FeS2,salt,peroxidase,7,spherical,70,70,70,naked,naked,0,0,0.00,0.2270,0.000392000,H2O2 + TMB,H2O2,0.0600,0.1800,15.000,0.0250000,4,25
(FeS2)0.3-SiO2,comp,peroxidase,0,spherical,1200,1200,1200,additional,naked,0,ethylene glycol,62.07,0.9480,0.000310000,TMB + H2O2,TMB,0.2000,1.4000,5.000,0.0250000,4,25
(FeS2)0.3-SiO2,comp,peroxidase,0,spherical,1200,1200,1200,additional,naked,0,ethylene glycol,62.07,0.0126,0.000181000,H2O2 + TMB,H2O2,0.0100,0.1200,15.000,0.0250000,4,25
NiS,salt,peroxidase,7,cube,320,320,320,additional,naked,0,sodium citrate,192.12,0.2410,0.000050900,TMB + H2O2,TMB,0.1000,0.8000,0.400,0.0250000,4,25
NiS,salt,peroxidase,7,cube,320,320,320,additional,naked,0,sodium citrate,192.12,0.3470,0.000053400,H2O2 + TMB,H2O2,0.6000,20.0000,0.250,0.0250000,4,25
FeS2-C,salt,peroxidase,1,sheet-like,105,105,10,additional,naked,0,Terephthalic acid,166.13,0.1600,0.000062300,TMB + H2O2,TMB,0.0010,0.4500,0.200,0.0003000,4,45
FeS2-C,salt,peroxidase,1,sheet-like,105,105,10,additional,naked,0,Terephthalic acid,166.13,0.4600,0.000119300,H2O2 + TMB,H2O2,0.0010,0.8000,0.200,0.0003000,4,45
Cu5ZnFe5S6,trme salt,peroxidase,4,spherical,12,12,12,additional,naked,oleic acid,oleylamine,267.49,2.2000,0.390000000,TMB + H2O2,TMB,0.1000,1.2000,15.000,2.0000000,4.2,32
Cu5ZnFe5S6,trme salt,peroxidase,4,spherical,12,12,12,additional,naked,oleic acid,oleylamine,267.49,0.0700,0.005600000,H2O2 + TMB,H2O2,0.0100,0.5000,15.000,2.0000000,4.2,32
Au,me,peroxidase,,spherical,2,2,2,cover,keratin,0,0,50000.00,0.0450,0.000006960,TMB + H2O2,TMB,0.2000,0.7000,0.100,0.5000000,4,40
Au,me,peroxidase,,spherical,2,2,2,cover,keratin,0,0,50000.00,0.1640,0.000008990,H2O2 + TMB,H2O2,0.0200,0.2000,0.020,0.5000000,4,40
Fe3O4,meo,peroxidase,7,spherical,100,100,100,additional,montmorillonite,0,sodium citrate,360.31,0.0250,0.000094090,TMB + H2O2,TMB,0.0100,0.0900,0.200,0.3000000,4,25
Fe3O4,meo,peroxidase,7,spherical,100,100,100,additional,montmorillonite,0,sodium citrate,360.31,0.8110,0.000051390,H2O2 + TMB,H2O2,0.2000,9.0000,0.200,0.3000000,4,25
WS2,salt,peroxidase,,nanosheets,150,150,10,naked,naked,0,0,0.00,1.8300,0.000043100,TMB + H2O2,TMB,0.2000,2.0000,0.120,0.0032000,4,40
WS2,salt,peroxidase,,nanosheets,150,150,10,naked,naked,0,0,0.00,0.2400,0.000045200,H2O2 + TMB,H2O2,0.1000,1.0000,1.000,0.0032000,4,40
WS2,salt,peroxidase,,nanosheets,200,200,10,cover,hemin,0,0,651.94,0.4670,0.000064500,TMB + H2O2,TMB,0.2000,2.0000,0.120,0.0032000,4,40
WS2,salt,peroxidase,,nanosheets,200,200,10,cover,hemin,0,0,651.94,0.9260,0.000025700,H2O2 + TMB,H2O2,0.1000,1.0000,1.000,0.0032000,4,40
MoS2,salt,peroxidase,6,nanosheets,200,200,10,cover,poly(pyrrole),0,0,,0.4100,0.000474000,TMB + H2O2,TMB,0.0500,0.5000,65.000,0.0200000,4,20
MoS2,salt,peroxidase,6,nanosheets,200,200,10,cover,poly(pyrrole),0,0,,12.8000,0.000151000,H2O2 + TMB,H2O2,0.1000,20.0000,0.100,0.0200000,4,20
Fe3O4,meo,peroxidase,7,,100,100,100,naked,naked,0,0,0.00,0.0603,0.000020770,TMB + H2O2,TMB,0.0100,0.1000,0.250,0.2687500,3.8,
Fe3O4,meo,peroxidase,7,,100,100,100,naked,naked,0,0,0.00,3.9270,0.000190800,H2O2 + TMB,H2O2,1.0000,6.0000,0.500,0.2687500,3.8,
Fe3O4,meo,peroxidase,7,,100,100,100,cover,Tetrakis(4-carboxyphenyl)porphine,0,sodium citrate,360.31,0.4390,0.000017430,TMB + H2O2,TMB,0.0100,0.1000,0.250,0.2687500,3.8,
Fe3O4,meo,peroxidase,7,,100,100,100,cover,Tetrakis(4-carboxyphenyl)porphine,0,sodium citrate,360.31,0.9190,0.000010750,H2O2 + TMB,H2O2,1.0000,6.0000,0.500,0.2687500,3.8,
Ag,me,peroxidase,7,nanowire,30000,250,250,additional,naked,poly(N-Vinylpyrrolidone),ethylene glycol,,108.0000,0.000002840,TMB + H2O2,TMB,0.0500,0.5000,0.100,0.1000000,5,25
Fe3O4,salt,peroxidase,7,spherical,60,60,60,naked,naked,0,0,0.00,117.0000,0.000003630,TMB + H2O2,TMB,0.0500,0.5000,0.100,0.1000000,5,25
Ag@Fe3O4,core-shell,peroxidase,7,nanowire,30000,400,400,additional,naked,poly(N-Vinylpyrrolidone),ethylene glycol,,75.2000,0.000022800,H2O2 + TMB,H2O2,0.0100,0.3000,0.300,0.1000000,5,25
Ag@Fe3O4,core-shell,peroxidase,7,nanowire,30000,400,400,additional,naked,poly(N-Vinylpyrrolidone),ethylene glycol,,3.4600,0.000022800,TMB + H2O2,TMB,0.0500,0.5000,0.100,0.1000000,5,25
MnO2,meo,oxidase,,rod,100,20,20,naked,naked,0,0,0.00,0.0050,0.155000000,Dimethoxyphenol,"2,6-Dimethoxyphenol",0.0050,0.2000,no,0.1000000,3.8,25
WS2,salt,peroxidase,,nanosheets,180,180,8,naked,naked,0,0,0.00,15.1580,0.000652300,TMB + H2O2,TMB,2.0000,7.0000,10.000,0.0340000,4,20
WS2,salt,peroxidase,,nanosheets,180,180,8,naked,naked,0,0,0.00,0.8050,0.000220000,H2O2 + TMB,H2O2,3.0000,5.5000,150.000,0.0340000,4,20
MoO3,meo,peroxidase,3,nanosheets,200,200,6,naked,naked,0,0,0.00,0.0930,0.000030410,TMB + H2O2,TMB,0.0100,10.0000,5.000,0.0530000,4,40
MoO3,meo,peroxidase,3,nanosheets,200,200,6,naked,naked,0,0,0.00,109.5000,0.000052840,H2O2 + TMB,H2O2,0.1000,12.0000,0.800,0.0530000,4,40
Pt,me,peroxidase,,,2,2,2,naked,naked,0,0,0.00,0.3010,0.000042520,TMB + H2O2,TMB,0.0100,10.0000,5.000,0.0530000,4,40
Pt,me,peroxidase,,,2,2,2,naked,naked,0,0,0.00,6.1000,0.000036110,H2O2 + TMB,H2O2,0.1000,12.0000,0.800,0.0530000,4,40
Pt0.5-MoO3,bimeo,peroxidase,,nanosheets,200,200,10,naked,naked,0,0,0.00,0.2960,0.000042630,TMB + H2O2,TMB,0.0100,10.0000,5.000,0.0270000,4,40
Pt0.5-MoO3,bimeo,peroxidase,,nanosheets,200,200,10,naked,naked,0,0,0.00,5.9000,0.000036250,H2O2 + TMB,H2O2,0.1000,12.0000,0.800,0.0270000,4,40
Pt0.5-MoO3,bimeo,peroxidase,,nanosheets,200,200,10,naked,naked,0,0,0.00,0.1060,0.000042860,TMB + H2O2,TMB,0.0100,10.0000,5.000,0.0270000,4,40
Pt0.5-MoO3,bimeo,peroxidase,,nanosheets,200,200,10,naked,naked,0,0,0.00,3.2000,0.000037940,H2O2 + TMB,H2O2,0.1000,12.0000,0.800,0.0270000,4,40
MoS2,salt,peroxidase,6,nanosheets,300,300,10,naked,naked,0,0,0.00,0.8246,0.000011610,TMB + H2O2,TMB,0.1000,1.6000,10.000,0.0800000,4,45
MoS2,salt,peroxidase,6,nanosheets,300,300,10,naked,naked,0,0,0.00,2.0828,0.000013460,H2O2 + TMB,H2O2,0.8000,12.8000,0.800,0.0800000,4,45
N0.1-MoS2,salt,peroxidase,6,nanosheets,300,300,10,naked,naked,0,0,0.00,0.7916,0.000017960,TMB + H2O2,TMB,0.1000,1.6000,10.000,0.0800000,4,45
N0.1-MoS2,salt,peroxidase,6,nanosheets,300,300,10,naked,naked,0,0,0.00,0.4459,0.000043480,H2O2 + TMB,H2O2,0.8000,12.8000,0.800,0.0800000,4,45
(PtFe)0.5@Fe3O4,core-shell,peroxidase,,nanowire,140,12,12,cover,poly(ethylene oxide)-vitamin E,,Octadecene,1000.00,0.2130,0.000054770,TMB + H2O2,TMB,0.0100,0.9000,196.000,0.1000000,4.5,
(PtFe)0.5@Fe3O4,core-shell,peroxidase,,nanowire,140,12,12,cover,poly(ethylene oxide)-vitamin E,,Octadecene,1000.00,53.5500,0.000107800,H2O2 + TMB,H2O2,1.0000,600.0000,1.000,0.1000000,4.5,
PtFe,bime,peroxidase,,nanowire,140,2,2,cover,poly(ethylene oxide)-vitamin E,,Octadecene,1000.00,0.2370,0.000060200,TMB + H2O2,TMB,0.0100,0.9000,196.000,0.0320000,4.5,
PtFe,bime,peroxidase,,nanowire,140,2,2,cover,poly(ethylene oxide)-vitamin E,,Octadecene,1000.00,217.6000,0.000081820,H2O2 + TMB,H2O2,1.0000,600.0000,1.000,0.0320000,4.5,
Fe3O4,meo,peroxidase,7,cube,12,12,12,cover,poly(ethylene oxide)-vitamin E,,oleic acid,1000.00,0.2690,0.000044770,TMB + H2O2,TMB,0.0100,0.9000,196.000,0.0680000,4.5,
Fe3O4,meo,peroxidase,7,cube,12,12,12,cover,poly(ethylene oxide)-vitamin E,,oleic acid,1000.00,120.0000,0.000045980,H2O2 + TMB,H2O2,1.0000,600.0000,1.000,0.0680000,4.5,
Co3O4,meo,peroxidase,7,cube-like shape,5,5,5,naked,naked,0,0,0.00,0.4900,0.000160000,TMB + H2O2,TMB,0.1000,1.0000,5.000,0.0200000,5,40
Co3O4,meo,peroxidase,7,cube-like shape,5,5,5,naked,naked,0,0,0.00,1.9000,0.000127000,H2O2 + TMB,H2O2,1.0000,16.0000,0.500,0.0200000,5,40
Pd,me,peroxidase,,cubic,18,18,18,additional,naked,poly(N-Vinylpyrrolidone),l-ascorbic acid,55000.00,0.1200,0.000002100,TMB + H2O2,TMB,0.0500,0.5000,5.000,0.0070000,4,25
Pd,me,peroxidase,,cubic,18,18,18,additional,naked,poly(N-Vinylpyrrolidone),l-ascorbic acid,55000.00,1.0000,0.000001800,H2O2 + TMB,H2O2,0.1000,6.0000,0.500,0.0070000,4,25
Pd@Pt ,core-shell,peroxidase,,cubic,22,22,22,additional,naked,poly(N-Vinylpyrrolidone),l-ascorbic acid,55000.00,0.4300,0.000051000,TMB + H2O2,TMB,0.0500,0.5000,5.000,0.0070000,4,25
Pd@Pt ,core-shell,peroxidase,,cubic,22,22,22,additional,naked,poly(N-Vinylpyrrolidone),l-ascorbic acid,55000.00,14.0000,0.000090000,H2O2 + TMB,H2O2,0.1000,6.0000,0.500,0.0070000,4,25
Pt,me,peroxidase,,cubic,22,22,22,additional,naked,poly(N-Vinylpyrrolidone),l-ascorbic acid,55000.00,0.8100,0.000120000,TMB + H2O2,TMB,0.0500,0.5000,5.000,0.0070000,4,25
Pt,me,peroxidase,,cubic,22,22,22,additional,naked,poly(N-Vinylpyrrolidone),l-ascorbic acid,55000.00,6.9000,0.000099000,H2O2 + TMB,H2O2,0.1000,6.0000,0.500,0.0070000,4,25
NiCo2S4,bime salt,peroxidase,7,microflowers,2500,2500,2500,naked,naked,0,0,0.00,0.5300,0.000041000,TMB + H2O2,TMB,0.1000,0.3000,0.300,1.0000000,4,30
NiCo2S4,bime salt,peroxidase,7,microflowers,2500,2500,2500,naked,naked,0,0,0.00,0.6640,0.000015000,H2O2 + TMB,H2O2,0.3000,2.5000,1.600,1.0000000,4,30
PtRu,bime,peroxidase,,spherical,4,4,4,cover,poly(N-Vinylpyrrolidone),0,0,10000.00,0.7600,0.007500000,TMB + H2O2,TMB,0.1000,0.6000,80.000,0.0200000,4,
PtRu,bime,peroxidase,,spherical,4,4,4,cover,poly(N-Vinylpyrrolidone),0,0,10000.00,36.0000,0.003740000,H2O2 + TMB,H2O2,5.0000,80.0000,0.600,0.0200000,4,
CoNiS3,bime salt,peroxidase,7,sphere-like,30,30,30,cover,montmorillonite,0,0,360.31,0.8210,0.006821000,TMB + H2O2,TMB,0.0100,0.0900,10.000,0.3000000,4,35
CoNiS3,bime salt,peroxidase,7,sphere-like,30,30,30,cover,montmorillonite,0,0,360.31,1.2470,0.000692000,H2O2 + TMB,H2O2,3.0000,9.0000,1.000,0.3000000,4,35
NiO,meo,peroxidase,7,,65,32,32,cover,Tetrakis(4-carboxyphenyl)porphine,0,0,790.79,0.0114,0.000482000,TMB + H2O2,TMB,0.0020,0.0600,25.000,0.0400000,3.8,45
NiO,meo,peroxidase,7,,65,32,32,cover,Tetrakis(4-carboxyphenyl)porphine,0,0,790.79,39.1000,0.000013800,H2O2 + TMB,H2O2,10.0000,125.0000,0.050,0.0400000,3.8,45
NiO,meo,peroxidase,7,,65,32,32,naked,naked,0,0,0.00,0.0067,0.000002670,TMB + H2O2,TMB,0.0020,0.0600,25.000,0.0400000,3.8,40
NiO,meo,peroxidase,7,,65,32,32,naked,naked,0,0,0.00,208.0000,0.000013200,H2O2 + TMB,H2O2,5.0000,250.0000,0.050,0.0400000,3.8,40
CuS,salt,peroxidase,6,,209,209,209,cover,montmorillonite,0,0,360.31,0.0212,0.000028140,TMB + H2O2,TMB,0.0100,0.0900,250.000,0.3000000,3.8,
CuS,salt,peroxidase,6,,209,209,209,cover,montmorillonite,0,0,360.31,2.2700,0.000009710,H2O2 + TMB,H2O2,0.1000,9.0000,1.000,0.3000000,3.8,
Pt0.9Cu0.1,bime,peroxidase,7,chain-like,20,4,4,additional,naked,0,brij-58,1124.00,0.2130,0.000870000,TMB + H2O2,TMB,0.0500,1.0000,35.000,0.0040000,4,25
Pt0.9Cu0.1,bime,peroxidase,7,chain-like,20,4,4,additional,naked,0,brij-58,1124.00,0.1910,0.000066400,H2O2 + TMB,H2O2,0.1000,15.0000,0.150,0.0040000,4,25
Fe0.5Ni0.5Co2O4,trmeo,peroxidase,7,rod,166,14,14,naked,naked,0,0,0.00,0.0014,0.001044000,TMB + H2O2,TMB,2.0000,12.0000,100.000,1.0000000,5,25
Fe0.5Ni0.5Co2O4,trmeo,peroxidase,7,rod,166,14,14,naked,naked,0,0,0.00,0.0029,0.000347100,H2O2 + TMB,H2O2,20.0000,120.0000,3.000,1.0000000,5,25
CuS,salt,peroxidase,7,cubic,50,50,50,cover,poly(N-Vinylpyrrolidone),0,l-ascorbic acid,10000.00,1.6200,0.000166400,TMB + H2O2,TMB,0.3000,2.1000,30.000,1.0000000,4,
CuS,salt,peroxidase,7,cubic,50,50,50,cover,poly(N-Vinylpyrrolidone),0,l-ascorbic acid,10000.00,0.9400,0.000025500,H2O2 + TMB,H2O2,0.3000,2.1000,0.500,1.0000000,4,
Au,me,peroxidase,,sphere-like,2,2,2,cover,apoferritin,0,0,440000.00,0.0970,0.000074600,TMB + H2O2,TMB,0.0100,0.8000,100.000,0.0005800,3,45
Au,me,peroxidase,,sphere-like,2,2,2,cover,apoferritin,0,0,440000.00,199.4000,0.000093400,H2O2 + TMB,H2O2,20.0000,600.0000,0.300,0.0005800,3,45
Pt3Ni ,bime,peroxidase,7,rod,70,1.2,1.2,additional,naked,oleic acid,"Cetrimonium bromide, oleylamine",364.45,0.3100,0.000281200,TMB + H2O2,TMB,0.0500,0.5000,25.000,0.0050000,4,
Pt3Ni ,bime,peroxidase,7,rod,70,1.2,1.2,additional,naked,oleic acid,"Cetrimonium bromide, oleylamine",364.45,1.2000,0.001960800,H2O2 + TMB,H2O2,1.0000,25.0000,0.100,0.0050000,4,
Pd0.2-Fe3O4,bimeo,peroxidase,,sphere-like,3.2,3.2,3.2,additional,naked,oleic acid,"l-ascorbic acid, sodium citrate",267.49,0.0160,0.000020080,TMB + H2O2,TMB,0.0010,0.2000,10.000,,4,30
Pd0.2-Fe3O4,bimeo,peroxidase,,sphere-like,3.2,3.2,3.2,additional,naked,oleic acid,"l-ascorbic acid, sodium citrate",267.49,112.3500,0.000387100,H2O2 + TMB,H2O2,1.0000,150.0000,0.100,,4,30
Pd0.2-Fe3O4,bimeo,peroxidase,,sphere-like,4.7,4.7,4.7,additional,naked,oleic acid,"l-ascorbic acid, sodium citrate",267.49,0.0170,0.000251500,TMB + H2O2,TMB,0.0010,0.2000,10.000,,4,30
Pd0.2-Fe3O4,bimeo,peroxidase,,sphere-like,4.7,4.7,4.7,additional,naked,oleic acid,"l-ascorbic acid, sodium citrate",267.49,126.7300,0.000666700,H2O2 + TMB,H2O2,1.0000,150.0000,0.100,,4,30
Pd0.2-Fe3O4,bimeo,peroxidase,,sphere-like,8,8,8,additional,naked,oleic acid,"l-ascorbic acid, sodium citrate",267.49,0.0310,0.000682100,TMB + H2O2,TMB,0.0010,0.2000,10.000,,4,30
Pd0.2-Fe3O4,bimeo,peroxidase,,sphere-like,8,8,8,additional,naked,oleic acid,"l-ascorbic acid, sodium citrate",267.49,177.2400,0.000746300,H2O2 + TMB,H2O2,1.0000,150.0000,0.100,,4,30
Co3O4,meo,peroxidase,7,coral-like,100,50,50,naked,naked,0,0,0.00,0.1200,0.000011400,TMB + H2O2,TMB,0.0400,0.1200,,0.4000000,5,25
Co3O4,meo,peroxidase,7,coral-like,100,50,50,naked,naked,0,0,0.00,3.4300,0.000010300,H2O2 + TMB,H2O2,2.0000,12.0000,,0.4000000,5,25
Co3O4,meo,peroxidase,7,flowerlike,300,300,20,naked,naked,0,0,0.00,0.0700,0.000158000,TMB + H2O2,TMB,0.0400,0.1200,,0.4000000,5,25
Co3O4,meo,peroxidase,7,flowerlike,300,300,20,naked,naked,0,0,0.00,0.7400,0.000101300,H2O2 + TMB,H2O2,2.0000,12.0000,,0.4000000,5,25
AuPt0.5,bime,peroxidase,7,sphere-like,12,12,12,additional,naked,0,l-ascorbic acid,176.12,8.5300,0.000153000,TMB + H2O2,TMB,0.0050,0.1000,50.000,0.0018700,4,25
AuPt,bime,peroxidase,7,sphere-like,30,30,30,additional,naked,0,l-ascorbic acid,176.12,8.8400,0.000160000,TMB + H2O2,TMB,0.0050,0.1000,50.000,0.0018700,4,25
AuPt2,bime,peroxidase,7,sphere-like,25,25,25,additional,naked,0,l-ascorbic acid,176.12,11.1000,0.000202000,TMB + H2O2,TMB,0.0050,0.1000,50.000,0.0018700,4,25
AuPt3,bime,peroxidase,7,sphere-like,28,28,28,additional,naked,0,l-ascorbic acid,176.12,11.3000,0.000021700,TMB + H2O2,TMB,0.0050,0.1000,50.000,0.0018700,4,25
AuPt3Cu0.45,trme,peroxidase,7,sphere-like,40,40,40,additional,naked,0,l-ascorbic acid,176.12,13.5000,0.000236000,TMB + H2O2,TMB,0.0050,0.1000,50.000,0.0018700,4,25
AuPt3Cu0.65,trme,peroxidase,7,sphere-like,25,25,25,additional,naked,0,l-ascorbic acid,176.12,16.3000,0.000292000,TMB + H2O2,TMB,0.0050,0.1000,50.000,0.0018700,4,25
AuPt3Cu0.7,trme,peroxidase,7,sphere-like,25,25,25,additional,naked,0,l-ascorbic acid,176.12,19.6000,0.000350000,TMB + H2O2,TMB,0.0050,0.1000,50.000,0.0018700,4,25
AuPt3Cu0.8,trme,peroxidase,7,sphere-like,25,25,25,additional,naked,0,l-ascorbic acid,176.12,20.2000,0.000362000,TMB + H2O2,TMB,0.0050,0.1000,50.000,0.0018700,4,25
AuPt3Cu,trme,peroxidase,7,sphere-like,27.5,27.5,27.5,additional,naked,0,l-ascorbic acid,176.12,20.7000,0.000354000,TMB + H2O2,TMB,0.0050,0.1000,50.000,0.0018700,4,25
AuPt3Cu1.2,trme,peroxidase,7,sphere-like,10,10,10,additional,naked,0,l-ascorbic acid,176.12,19.9000,0.000360000,TMB + H2O2,TMB,0.0050,0.1000,50.000,0.0018700,4,25
AuPt3Cu1.3,trme,peroxidase,7,sphere-like,23,23,23,additional,naked,0,l-ascorbic acid,176.12,20.5000,0.000371000,TMB + H2O2,TMB,0.0050,0.1000,50.000,0.0018700,4,25
PtCu0.3,bime,peroxidase,7,sphere,140,140,140,additional,naked,0,l-ascorbic acid,176.12,5.5500,0.000162000,TMB + H2O2,TMB,0.0050,0.1000,50.000,0.0026700,4,25
PtCu0.35,bime,peroxidase,7,sphere,120,120,120,additional,naked,0,l-ascorbic acid,176.12,6.5400,0.000215000,TMB + H2O2,TMB,0.0050,0.1000,50.000,0.0026700,4,25
PtCu0.4,bime,peroxidase,7,sphere,120,120,120,additional,naked,0,l-ascorbic acid,176.12,6.4600,0.000210000,TMB + H2O2,TMB,0.0050,0.1000,50.000,0.0026700,4,25
PtCu0.45,bime,peroxidase,7,sphere,130,130,130,additional,naked,0,l-ascorbic acid,176.12,5.9700,0.000203000,TMB + H2O2,TMB,0.0050,0.1000,50.000,0.0026700,4,25
PtCu0.6,bime,peroxidase,7,sphere,110,110,110,additional,naked,0,l-ascorbic acid,176.12,6.0300,0.000155000,TMB + H2O2,TMB,0.0050,0.1000,50.000,0.0026700,4,25
Pt,me,peroxidase,7,sphere,110,110,110,additional,naked,0,l-ascorbic acid,176.12,67.1000,0.000060000,TMB + H2O2,TMB,0.0050,0.1000,50.000,0.0026700,4,25
AuPt3,bime,peroxidase,7,sphere-like,33.6,33.6,33.6,additional,naked,0,l-ascorbic acid,176.12,1.8200,0.000046300,H2O2 + TMB,H2O2,0.1000,50.0000,0.050,0.0000670,4,25
AuPt3Cu,trme,peroxidase,7,sphere-like,27.5,27.5,27.5,additional,naked,0,l-ascorbic acid,176.12,5.2900,0.000113000,H2O2 + TMB,H2O2,0.1000,50.0000,0.050,0.0000670,4,25
PtCu0.4,bime,peroxidase,7,sphere-like,129.8,129.8,129.8,additional,naked,0,l-ascorbic acid,176.12,1.7200,0.000026500,H2O2 + TMB,H2O2,0.1000,50.0000,0.050,0.0000670,4,25
AuPt3,bime,oxidase,7,sphere-like,33.6,33.6,33.6,additional,naked,0,l-ascorbic acid,176.12,1.2300,0.000017200,GSH,GSH,0.5000,3.0000,no,0.0053300,6,37
AuPt3Cu,trme,oxidase,7,sphere-like,27.5,27.5,27.5,additional,naked,0,l-ascorbic acid,176.12,1.1800,0.000056500,GSH,GSH,0.5000,3.0000,no,0.0053300,6,37
PtCu0.4,bime,oxidase,7,sphere-like,129.8,129.8,129.8,additional,naked,0,l-ascorbic acid,176.12,1.7900,0.000039800,GSH,GSH,0.5000,3.0000,no,0.0053300,6,37
AuPt3,bime,oxidase,7,sphere-like,33.6,33.6,33.6,additional,naked,0,l-ascorbic acid,176.12,112.0000,0.004300000,glucose,glucose,100.0000,250.0000,no,0.0400000,6,37
